shop,title,capacity,color,url,price
mobilecentre,Samsung Galaxy Z Fold 8 Ultra,256,Violet Shadow,https://www.mobilecentre.am/product/samsung-galaxy-z-fold-8-ultra-256gb-_violet-shadow_/33522/,852900
mobilecentre,Samsung Galaxy Z Fold 8 Ultra,512,Cream,https://www.mobilecentre.am/product/samsung-galaxy-z-fold-8-ultra-512gb-_cream_/33530/,994900
mobilecentre,Samsung Galaxy Z Fold 8 Ultra,512,Graphite,https://www.mobilecentre.am/product/samsung-galaxy-z-fold-8-ultra-512gb-_graphite_/33532/,994900
mobilecentre,Samsung Galaxy Z Fold 8 Ultra,512,Violet Shadow,https://www.mobilecentre.am/product/samsung-galaxy-z-fold-8-ultra-512gb-_violet-shadow_/33528/,994900
pixel,iPhone 17 Pro,1024,,https://www.pixel.am/en/product/iphone-17-pro,521000
pixel,iPhone 17 Pro Max,1024,Cosmic Orange,https://www.pixel.am/en/product/iphone-17-pro-max,949000
pixel,iPhone 17 Pro Max,512,Black,https://www.pixel.am/en/product/iphone-17-pro-max,559000
pixel,iPhone 17 Pro Max,512,Blue,https://www.pixel.am/en/product/iphone-17-pro-max,715000
pixel,Sony PS5 Pro,2048,White,https://www.pixel.am/en/product/sony-ps5-pro-digital-edition-white,529000
pixel,Sony PS5 Slim,1024,,https://www.pixel.am/en/product/sony-ps5-slim-digital-edition-eu,309000
redstore,Asus Rog Strix G16,1024,,https://redstore.am/en/product/asus-rog-strix-g614jvr-es94,899000
redstore,Google Pixel 11 Pro XL,256,Obsidian,https://redstore.am/en/product/google-pixel-11-pro-xl-12gb256gb-obsidian,599000
redstore,Google Pixel 11 Pro XL,256,Olive,https://redstore.am/en/product/google-pixel-11-pro-xl-12gb256gb-olive,599000
redstore,Honor X9C,256,Titanium Black,https://redstore.am/product/honor-x9c-12gb256gb-titanium-black,159000
redstore,Honor X9C,256,Jade Cyan,https://redstore.am/en/product/honor-x9c-8gb256gb-jade-cyan,124000
redstore,Lenovo Legion Pro 5,1024,,https://redstore.am/en/product/lenovo-legion-pro-5-16iax10,799000
redstore,OnePlus Nord 6,256,Fresh Mint,https://redstore.am/en/product/oneplus-nord-6-8gb256gb-fresh-mint,219000
redstore,OnePlus Nord 6,256,Quick Silver,https://redstore.am/en/product/oneplus-nord-6-8gb256gb-quick-silver,219000
redstore,Xbox Series X,1024,Black,https://redstore.am/en/product/xbox-series-x-1tb-ssd-black,349000
redstore,Xiaomi 17T Pro,256,Deep Violet,https://redstore.am/en/product/xiaomi-17t-pro-12gb256gb-deep-violet,399000
redstore,iPhone Air,256,Space Black,https://redstore.am/en/product/iphone-air-256gb-space-black,395000
telecom,Google Pixel 10,128,,https://www.telecomarmenia.am/eshop/en/smartphones/,399900
telecom,Google Pixel 10 Pro,256,,https://www.telecomarmenia.am/eshop/en/smartphones/,475900
telecom,Google Pixel 10a,128,,https://www.telecomarmenia.am/eshop/en/smartphones/,299900
telecom,Honor Magic 7 Pro,256,,https://www.telecomarmenia.am/eshop/en/smartphones/,324900
telecom,Honor X7c,128,,https://www.telecomarmenia.am/eshop/en/smartphones/,104900
telecom,Honor X8c,256,,https://www.telecomarmenia.am/eshop/en/smartphones/,199900
telecom,Honor X9b 5G,256,,https://www.telecomarmenia.am/eshop/en/smartphones/,169900
telecom,Samsung Galaxy A37,128,,https://www.telecomarmenia.am/eshop/en/smartphones/,134900
telecom,Samsung Galaxy S26+,256,,https://www.telecomarmenia.am/eshop/en/smartphones/,418900
vlv,Apple MacBook Pro 16 M3 Pro,512,Space Black,https://vlv.am/en/Product/30584,1199900
vlv,Apple MacBook Air 13 M4,256,Silver,https://vlv.am/en/Product/37998,584900
zigzag,Asus Vivobook 16 OLED,1024,Matte Gray,https://www.zigzag.am/en/asus-vivobook-16-oled-ultra-7-255h-16gb-1tb-matte-gray-90nb16i2-m00640.html,458000
zigzag,Asus ZenBook 14 OLED,512,Jasper Gray,https://www.zigzag.am/en/asus-zenbook-14-oled-touch-ultra-7-265h-16gb-512gb-w11-jasper-gray-ux3405ca-u7512.html,539000
zigzag,Dyson Airwrap HS09,,Amber Silk,https://www.zigzag.am/en/shop-by-brand/dyson,299000
zigzag,Dyson Gen5 Detect,,Prussian Blue,https://www.zigzag.am/en/shop-by-brand/dyson,435000
zigzag,HONOR MagicBook X16 Plus,1024,Space Gray,https://www.zigzag.am/en/honor-magicbook-x16-plus-16-core-5-220n-32-1-space-gray-w11h-5301ambc.html,369900
zigzag,HP OmniBook Ultra Flip,512,Gray,https://www.zigzag.am/en/hp-omnibook-ultra-flip-14-oled-ultra-5-226v-16gb-512gb-w11h-gray-b5dx5ea.html,759000
zigzag,Nothing Phone 3,512,Black,https://www.zigzag.am/en/nothing-phone-3-16-512-black-6974434226173.html,379000
zigzag,Sony WH-1000XM6,,Black,https://www.zigzag.am/en/sony-wh-1000xm6-bme.html,221900
ucom,Samsung Galaxy A55,128,,https://shop.ucom.am/en/samsung-galaxy-a55.html,134900
redstore,Samsung Galaxy Z Flip 7 FE,256,Black,https://redstore.am/en/product/samsung-galaxy-z-flip-7-fe-8gb256gb-black,329000
eldorado,Yandex Station 2,,Black,https://eldorado.am/en/jandeks-yndx-00051-black,119900
eldorado,Yandex Station Lite,,Yellow,https://eldorado.am/en/jandeks-yndx-00025-yellow,51900
eldorado,Yandex Station Max,,Blue,https://eldorado.am/en/jandeks-stancija-maks-blue-yndx-0008,149900
redstore,Yandex Station Mini 3 Pro,,Black,https://redstore.am/en/product/yandex-station-mini-3-pro-black,79000
redstore,Yandex Station Mini 3 Pro,,Gray,https://redstore.am/product/yandex-station-mini-3-pro-gray,79000
zigzag,Yandex Station Street,,Green,https://www.zigzag.am/en/yandex-smart-station-street-yndx-00030-green.html,129000
zigzag,Yandex Station Max,,Graphite,https://www.zigzag.am/am/yandex-station-max-yndx-00053-graphite.html,149900
ucom,Yandex Station Mini,,,https://shop.ucom.am/en/speakers.html,51900
ucom,Yandex Station 2,,,https://shop.ucom.am/en/yandex-smart-station-2-00051.html,119900
ucom,Yandex Station Lite,,,https://shop.ucom.am/en/yandex-smart-station-light-00025.html,31900
ucom,Yandex Smart Lamp,,,https://shop.ucom.am/en/yandex-smart-lamp-00017-e14.html,5900
zigzag,Garmin Fenix 8,47,Black,https://www.zigzag.am/en/smart-watches,389000
redstore,Samsung Galaxy Tab S10 Ultra,256,Moonstone Gray,https://redstore.am/en/categories/tablets,479000
redstore,Samsung Galaxy Watch 7,44,Cream,https://redstore.am/en/categories/smart-watches,129000
redstore,Apple Watch Series 10,46,Jet Black,https://redstore.am/en/categories/smart-watches,189000
redstore,Apple iPad Air 11 M3,128,Blue,https://redstore.am/en/categories/tablets,289000
redstore,Apple iPad Pro 11 M4,256,Space Black,https://redstore.am/en/categories/tablets,489000
pixel,Sony PS5 Slim Digital,1024,,https://www.pixel.am/en/product/sony-ps5-slim-digital-edition-eu,309000
pixel,Sony PS5 Pro,2048,White,https://www.pixel.am/en/product/sony-ps5-pro-digital-edition-white,529000
ibolit,Bang Olufsen Beosound Balance,,Natural Oak,https://ibolit.mobi/product-category/audio/,1469000
zigzag,Sony WH-1000XM6,,Black,https://www.zigzag.am/en/sony-wh-1000xm6-bme.html,221900
